date,season,year,month,holiday,weekday,weather,temperature,humidity,windspeed,casual,registered,total_count
18/09/2012,Autumn,2012,9,0,Wed,2,25.56,87.25,23.96,371,3702,4073
19/09/2012,Autumn,2012,9,0,Thurs,1,22.65,53.67,14.42,788,6803,7591
20/09/2012,Autumn,2012,9,0,Fri,1,22.41,61.83,7.92,939,6781,7720
21/09/2012,Autumn,2012,9,0,Sat,1,24.57,66.88,10.33,1250,6917,8167
22/09/2012,Autumn,2012,9,0,Sun,1,26.65,64.67,19,2512,5883,8395
23/09/2012,Winter,2012,9,0,Mon,1,21.7,46.71,14.96,2454,5453,7907
24/09/2012,Winter,2012,9,0,Tues,1,21.08,49.29,9.54,1001,6435,7436
25/09/2012,Winter,2012,9,0,Wed,1,22.55,57,15.83,845,6693,7538
26/09/2012,Winter,2012,9,0,Thurs,1,26.04,63.08,16.37,787,6946,7733
27/09/2012,Winter,2012,9,0,Fri,2,26.65,69.08,9,751,6642,7393
28/09/2012,Winter,2012,9,0,Sat,2,25.39,69,11,1045,6370,7415
29/09/2012,Winter,2012,9,0,Sun,1,22.24,54.29,15.25,2589,5966,8555
30/09/2012,Winter,2012,9,0,Mon,1,21.59,58.33,9.04,2015,4874,6889
1/10/2012,Winter,2012,10,0,Tues,2,21.35,64.92,6.08,763,6015,6778
2/10/2012,Winter,2012,10,0,Wed,3,24.22,87.17,7,315,4324,4639
3/10/2012,Winter,2012,10,0,Thurs,2,26.96,79.38,4.46,728,6844,7572
4/10/2012,Winter,2012,10,0,Fri,2,26.96,72.29,7.88,891,6437,7328
5/10/2012,Winter,2012,10,0,Sat,1,25.22,62.75,7.13,1516,6640,8156
6/10/2012,Winter,2012,10,0,Sun,1,22.72,66.42,17.96,3031,4934,7965
7/10/2012,Winter,2012,10,0,Mon,2,17.05,70.83,9.46,781,2729,3510
8/10/2012,Winter,2012,10,1,Tues,2,15.72,70.96,12.71,874,4604,5478
9/10/2012,Winter,2012,10,0,Wed,2,18.31,76.17,12.75,601,5791,6392
10/10/2012,Winter,2012,10,0,Thurs,1,21.08,63.08,12.58,780,6911,7691
11/10/2012,Winter,2012,10,0,Fri,1,17.84,46.33,12.17,834,6736,7570
12/10/2012,Winter,2012,10,0,Sat,1,17.94,53.92,15.75,1060,6222,7282
13/10/2012,Winter,2012,10,0,Sun,1,16.13,49.46,9.79,2252,4857,7109
14/10/2012,Winter,2012,10,0,Mon,1,21.39,64.04,18.67,2080,4559,6639
15/10/2012,Winter,2012,10,0,Tues,2,23.03,70.75,19.83,760,5115,5875
16/10/2012,Winter,2012,10,0,Wed,1,19.2,55.83,12.21,922,6612,7534
17/10/2012,Winter,2012,10,0,Thurs,1,18.69,69.29,6.79,979,6482,7461
18/10/2012,Winter,2012,10,0,Fri,2,21.42,72.83,15.87,1008,6501,7509
19/10/2012,Winter,2012,10,0,Sat,2,23.1,81.5,9.04,753,4671,5424
20/10/2012,Winter,2012,10,0,Sun,1,19.85,57.29,7.87,2806,5284,8090
21/10/2012,Winter,2012,10,0,Mon,1,19.03,51,11.13,2132,4692,6824
22/10/2012,Winter,2012,10,0,Tues,1,19.99,56.83,5.46,830,6228,7058
23/10/2012,Winter,2012,10,0,Wed,1,22.31,64.17,6.33,841,6625,7466
24/10/2012,Winter,2012,10,0,Thurs,1,24.09,63.63,4.88,795,6898,7693
25/10/2012,Winter,2012,10,0,Fri,2,22.55,80.04,8.33,875,6484,7359
26/10/2012,Winter,2012,10,0,Sat,2,22.38,80.71,8.88,1182,6262,7444
27/10/2012,Winter,2012,10,0,Sun,2,21.73,72,15.79,2643,5209,7852
28/10/2012,Winter,2012,10,0,Mon,2,19.58,69.46,26.67,998,3461,4459
29/10/2012,Winter,2012,10,0,Tues,3,18.04,88,24,2,20,22
30/10/2012,Winter,2012,10,0,Wed,2,13.05,82.55,14.27,87,1009,1096
31/10/2012,Winter,2012,10,0,Thurs,2,14.66,66.67,11.17,419,5147,5566
1/11/2012,Winter,2012,11,0,Fri,2,15,58.17,10.54,466,5520,5986
2/11/2012,Winter,2012,11,0,Sat,1,14.56,52.21,17.83,618,5229,5847
3/11/2012,Winter,2012,11,0,Sun,2,14.08,49.13,18.13,1029,4109,5138
4/11/2012,Winter,2012,11,0,Mon,1,13.36,53.29,12,1201,3906,5107
5/11/2012,Winter,2012,11,0,Tues,1,13.09,49.42,15.83,378,4881,5259
6/11/2012,Winter,2012,11,0,Wed,1,11.51,56.71,11.63,466,5220,5686
7/11/2012,Winter,2012,11,0,Thurs,2,12.13,54.75,20.38,326,4709,5035
8/11/2012,Winter,2012,11,0,Fri,1,14.44,33.35,23.3,340,4975,5315
9/11/2012,Winter,2012,11,0,Sat,1,14.83,54.08,14.38,709,5283,5992
10/11/2012,Winter,2012,11,0,Sun,1,15.96,64.54,3.88,2090,4446,6536
11/11/2012,Winter,2012,11,0,Mon,1,17.25,65.92,8.54,2290,4562,6852
12/11/2012,Winter,2012,11,1,Tues,1,19.89,74.17,11.63,1097,5172,6269
13/11/2012,Winter,2012,11,0,Wed,2,14.08,66.29,22.92,327,3767,4094
14/11/2012,Winter,2012,11,0,Thurs,1,11.86,55.21,13.37,373,5122,5495
15/11/2012,Winter,2012,11,0,Fri,2,13.19,62.04,10.25,320,5125,5445
16/11/2012,Winter,2012,11,0,Sat,1,14.15,52.46,11.46,484,5214,5698
17/11/2012,Winter,2012,11,0,Sun,1,13.33,54.54,12.04,1313,4316,5629
18/11/2012,Winter,2012,11,0,Mon,1,14.04,69.29,15.25,922,3747,4669
19/11/2012,Winter,2012,11,0,Tues,2,15.61,62.33,15.75,449,5050,5499
20/11/2012,Winter,2012,11,0,Wed,2,15.34,68.5,5.54,534,5100,5634
21/11/2012,Winter,2012,11,0,Thurs,1,14.49,61.38,6.92,615,4531,5146
22/11/2012,Winter,2012,11,1,Fri,1,13.94,58.04,3.54,955,1470,2425
23/11/2012,Winter,2012,11,0,Sat,1,15.1,56.88,9.92,1603,2307,3910
24/11/2012,Winter,2012,11,0,Sun,1,11.41,40.46,25.25,532,1745,2277
25/11/2012,Winter,2012,11,0,Mon,1,10.08,46.83,10.08,309,2115,2424
26/11/2012,Winter,2012,11,0,Tues,1,12.85,53.54,3.13,337,4750,5087
27/11/2012,Winter,2012,11,0,Wed,2,11.96,78.67,15.92,123,3836,3959
28/11/2012,Winter,2012,11,0,Thurs,1,12.16,50.63,14.13,198,5062,5260
29/11/2012,Winter,2012,11,0,Fri,1,11.52,55.57,7.74,243,5080,5323
30/11/2012,Winter,2012,11,0,Sat,1,12.23,64.96,3.92,362,5306,5668
1/12/2012,Winter,2012,12,0,Sun,2,12.23,80.67,4,951,4240,5191
2/12/2012,Winter,2012,12,0,Mon,2,14.25,82.33,8.33,892,3757,4649
3/12/2012,Winter,2012,12,0,Tues,1,18.55,76.75,5.54,555,5679,6234
4/12/2012,Winter,2012,12,0,Wed,1,19.51,73.38,11.67,551,6055,6606
5/12/2012,Winter,2012,12,0,Thurs,1,17.97,48.5,21.71,331,5398,5729
6/12/2012,Winter,2012,12,0,Fri,1,10.49,50.88,11.71,340,5035,5375
7/12/2012,Winter,2012,12,0,Sat,2,13.15,76.42,8.75,349,4659,5008
8/12/2012,Winter,2012,12,0,Sun,2,15.65,91.13,6.79,1153,4429,5582
9/12/2012,Winter,2012,12,0,Mon,2,15.75,90.54,10.58,441,2787,3228
10/12/2012,Winter,2012,12,0,Tues,2,17.87,92.5,12.75,329,4841,5170
11/12/2012,Winter,2012,12,0,Wed,2,14.49,59.67,19.83,282,5219,5501
12/12/2012,Winter,2012,12,0,Thurs,2,12.2,53.83,10.92,310,5009,5319
13/12/2012,Winter,2012,12,0,Fri,1,12.13,48.58,11.67,425,5107,5532
14/12/2012,Winter,2012,12,0,Sat,1,11.55,64.29,8.79,429,5182,5611
15/12/2012,Winter,2012,12,0,Sun,1,13.29,65.04,7.13,767,4280,5047
16/12/2012,Winter,2012,12,0,Mon,2,14.86,83.88,6.75,538,3248,3786
17/12/2012,Winter,2012,12,0,Tues,2,16.13,90.71,6.58,212,4373,4585
18/12/2012,Winter,2012,12,0,Wed,1,16.84,66.63,14.83,433,5124,5557
19/12/2012,Winter,2012,12,0,Thurs,1,13.63,62.54,12.33,333,4934,5267
20/12/2012,Winter,2012,12,0,Fri,2,13.53,66.79,8.88,314,3814,4128
21/12/2012,Spring,2012,12,0,Sat,2,13.39,55.67,25.08,221,3402,3623
22/12/2012,Spring,2012,12,0,Sun,1,10.9,44.13,27.29,205,1544,1749
23/12/2012,Spring,2012,12,0,Mon,1,10.08,51.54,8.92,408,1379,1787
24/12/2012,Spring,2012,12,0,Tues,2,9.48,79.13,5.17,174,746,920
25/12/2012,Spring,2012,12,1,Wed,2,11.94,73.48,11.3,440,573,1013
26/12/2012,Spring,2012,12,0,Thurs,3,9.98,82.33,21.21,9,432,441
27/12/2012,Spring,2012,12,0,Fri,2,10.42,65.29,23.46,247,1867,2114
28/12/2012,Spring,2012,12,0,Sat,2,10.39,59,10.42,644,2451,3095
29/12/2012,Spring,2012,12,0,Sun,2,10.39,75.29,8.33,159,1182,1341
30/12/2012,Spring,2012,12,0,Mon,1,10.49,48.33,23.5,364,1432,1796
31/12/2012,Spring,2012,12,0,Tues,2,8.85,57.75,10.37,439,2290,2729
